obs_names,predicted_labels,majority_voting
Foster_2024.HD2_pos:388,Follicular helper T cells,Tem/Effector helper T cells
Foster_2024.SMM1_pos:1871,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_neg:4454,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:1357,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Kfoury_2021.BMM4:621,Tem/Effector helper T cells,Tem/Effector helper T cells
Kfoury_2021.BMM4:1230,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190322-P:2959,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20181219-T:2554,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:9337,Tem/Trm cytotoxic T cells,CD16+ NK cells
Kfoury_2021.BMM2:2816,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.J:311,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:1038,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM11_pos:1845,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:7517,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:5676,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T2:538,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:8531,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.N:4064,NK cells,NK cells
Foster_2024.MM6_pos:4971,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.F:2986,NK cells,NK cells
Foster_2024.MGUS1_pos:6145,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM5_pos:3797,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:3874,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM11_pos:6711,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM6_pos:2740,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190122-T:4397,Trm cytotoxic T cells,Trm cytotoxic T cells
Foster_2024.SMM5_pos:9634,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mgus12:897,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM7_pos:177,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:4210,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus3:211,Tem/Effector helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190322-P:4599,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Granja_2019.BMMC_D1T1:2130,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM5:2095,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:1885,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD1_pos:1670,Treg(diff),CD16+ NK cells
Foster_2024.HD2_pos:1469,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:4074,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.MGUS-1:40,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.B:507,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mm11:473,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM4_pos:4552,MAIT cells,MAIT cells
Liu_2021.37692_Primary:3060,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM8_pos:6428,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:648,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM10_pos:1958,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190322-P:3220,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190322-T:2067,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.hd7:1623,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:1587,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mm11:605,NK cells,NK cells
Zavidij_2020.MGUS-1:999,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mm11:1064,Regulatory T cells,Regulatory T cells
Foster_2024.HD1_pos:1865,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Kfoury_2021.BMM8:437,Treg(diff),Tcm/Naive helper T cells
Kfoury_2021.BMM3:610,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM10_pos:917,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.L:1241,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T2:1305,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:1823,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:8883,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:2521,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_neg:701,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM12_neg:4130,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM7_neg:2659,NK cells,NK cells
Foster_2024.HD2_pos:5003,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Kfoury_2021.BMM5:1784,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:3470,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:10487,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Liu_2021.77570_Primary:3982,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:1531,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM8_pos:2404,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T1:817,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_pos:1686,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:1958,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Kfoury_2021.BMM6:3146,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190322-P:2282,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus8:303,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:10406,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:7129,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM2_pos:3455,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD1_neg:502,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM11_pos:6280,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM14_neg:1175,Tem/Temra cytotoxic T cells,NK cells
Foster_2024.SMM12_pos:2178,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_neg:4791,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:8420,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.HD2_pos:8906,NK cells,NK cells
Foster_2024.SMM5_pos:8703,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD1_pos:2811,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MGUS1_pos:1079,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:4651,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.O:4807,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:5061,Regulatory T cells,Regulatory T cells
Oetjen_2018.S_T2:5264,Tem/Effector helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T1:3105,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T2:3002,Regulatory T cells,Regulatory T cells
Oetjen_2018.B:1518,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Kfoury_2021.BMM2:4161,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:3502,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:6363,Tem/Effector helper T cells,Tem/Effector helper T cells
Zheng_2021.P20190322-T:44,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM8_neg:5174,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:9646,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.83942_Primary:4376,Tem/Trm cytotoxic T cells,CRTAM+ gamma-delta T cells
Foster_2024.MM7_pos:3614,Regulatory T cells,Regulatory T cells
Foster_2024.MM4_pos:3229,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Kfoury_2021.BMM2:2368,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.O:1364,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.60359_Primary:2868,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.T:2095,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Granja_2019.BMMC_D1T1:1786,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM4_pos:35,Tem/Effector helper T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM4_pos:4929,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:8830,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Foster_2024.SMM1_pos:767,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.O:4379,NK cells,NK cells
Oetjen_2018.F:944,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM9_pos:4816,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.hd3:507,MAIT cells,MAIT cells
Oetjen_2018.F:2841,NK cells,NK cells
Bailur_2019.mgus6:1691,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_neg:1913,Tem/Effector helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus13:1392,Tcm/Naive helper T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM2_pos:3667,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.K:1669,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM2_neg:1754,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM6_pos:517,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.mm3:943,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus7:245,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Kfoury_2021.BMM2:1513,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM5_pos:7790,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:2906,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM8_pos:4144,Regulatory T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:8871,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:4117,Tem/Effector helper T cells,Tem/Effector helper T cells
Zavidij_2020.SMMh-3:323,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.HD3_pos:2281,NK cells,NK cells
Zavidij_2020.MM-8:157,NK cells,NK cells
Foster_2024.SMM13_pos:4190,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.E:1479,Tem/Effector helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:2606,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM12_pos:1860,Regulatory T cells,Regulatory T cells
Oetjen_2018.O:3631,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM2_pos:4028,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MGUS1_pos:5090,Regulatory T cells,Tem/Effector helper T cells
Foster_2024.SMM6_pos:2026,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:8917,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:1178,Tem/Effector helper T cells,Tem/Effector helper T cells
Granja_2019.BMMC_D1T2:2414,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM3_neg:1011,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_pos:6312,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:4416,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:6466,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM13_pos:466,Regulatory T cells,Regulatory T cells
Bailur_2019.mm11:659,Tem/Effector helper T cells,Regulatory T cells
Liu_2021.37692_Primary:2756,Monocytes,Monocytes
Oetjen_2018.B:762,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:5876,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.C_T1_S2:366,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM4_pos:2734,Tem/Trm cytotoxic T cells,Tem/Effector helper T cells
Foster_2024.MM4_pos:6985,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:3570,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:6698,Regulatory T cells,Regulatory T cells
Oetjen_2018.S_T2:258,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:11501,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mm11:805,Tem/Effector helper T cells,Tem/Effector helper T cells
Kfoury_2021.BMM9:2089,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T2:5115,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:4016,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:2977,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Kfoury_2021.BMM6:894,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus3:577,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Kfoury_2021.BMM3:2871,Regulatory T cells,Regulatory T cells
Oetjen_2018.K:6185,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T2:3687,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.NBM-8:297,NK cells,NK cells
Foster_2024.SMM9_pos:5011,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.T:1330,CD16+ NK cells,CD16+ NK cells
Foster_2024.MM3_pos:731,Tem/Effector helper T cells,Tem/Effector helper T cells
Kfoury_2021.BMM8:2126,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mm6:966,Tem/Effector helper T cells,Tem/Effector helper T cells
Kfoury_2021.BMM5:949,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MGUS1_pos:6048,NK cells,NK cells
Oetjen_2018.L:2286,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.R:1364,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_neg:3530,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:1232,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM6_pos:5248,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM11_pos:6224,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T2:4009,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.H:2406,Tem/Trm cytotoxic T cells,NK cells
Zheng_2021.P20190122-T:3787,NK cells,NK cells
Bailur_2019.mm3:1119,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM14_pos:191,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus13:2301,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM11_pos:1541,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM6_pos:1794,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:2589,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:4128,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20190122-T:2383,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190322-T:50,Trm cytotoxic T cells,Trm cytotoxic T cells
Foster_2024.SMM13_pos:10237,Treg(diff),Treg(diff)
Foster_2024.SMM12_pos:476,Tem/Trm cytotoxic T cells,Tem/Effector helper T cells
Liu_2021.60359_Primary:3045,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus13:1665,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.H:2440,NK cells,NK cells
Foster_2024.HD1_neg:2184,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.M:1367,MAIT cells,MAIT cells
Zavidij_2020.NBM-11:832,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM6_pos:3108,Tem/Trm cytotoxic T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:3911,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.J:2283,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:1527,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM4_pos:1674,NK cells,Tem/Temra cytotoxic T cells
Oetjen_2018.S_T2:1269,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.M:1147,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:668,Tem/Effector helper T cells,Tcm/Naive helper T cells
Oetjen_2018.L:2851,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:507,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM2_pos:6051,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.A:814,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_neg:2554,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.N:570,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mgus1:96,CD16+ NK cells,CD16+ NK cells
Foster_2024.SMM11_pos:25,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.T:1986,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_neg:1695,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD3_neg:781,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_pos:8482,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.N:3994,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:8305,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.L:1436,Tem/Effector helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:6082,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM4_pos:4658,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM12_pos:8159,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus9:1577,MAIT cells,MAIT cells
Foster_2024.SMM8_pos:4306,Regulatory T cells,Regulatory T cells
Foster_2024.SMM1_pos:11200,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.MM-5:347,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.hd4:460,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MGUS1_neg:297,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM2_pos:1585,MAIT cells,MAIT cells
Foster_2024.HD3_pos:5556,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_neg:3701,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:6175,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM13_pos:10253,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM3_pos:507,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.56203_Primary:724,Regulatory T cells,Regulatory T cells
Foster_2024.HD2_neg:100,MAIT cells,MAIT cells
Foster_2024.SMM5_pos:9266,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_pos:168,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM6_pos:3338,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_neg:3798,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_pos:4012,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:3580,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM4_pos:4983,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM9_pos:7585,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:2909,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.O:670,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mm7:1511,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM4_pos:1326,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mgus11:317,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.37692_Primary:1820,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T2:4992,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus5:793,Regulatory T cells,Regulatory T cells
Foster_2024.SMM11_pos:2187,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.mgus11:218,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:2578,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM6_pos:7797,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:824,Regulatory T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:8283,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:371,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.HD2_pos:3852,Tcm/Naive helper T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM4_pos:2367,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM6:1903,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM10_pos:1873,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_neg:277,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:828,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM9_pos:10005,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_pos:160,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:7974,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-P:1972,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.F:1573,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.N:1212,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD1_pos:801,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Liu_2021.83942_Primary:4552,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM2_pos:4084,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM3_neg:2134,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Kfoury_2021.BMM5:2846,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:4109,Regulatory T cells,Regulatory T cells
Foster_2024.MM7_pos:10078,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.hd5:475,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T2:1054,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM11_pos:5104,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd5:55,CD16+ NK cells,CD16+ NK cells
Foster_2024.SMM5_pos:9610,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_neg:5242,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM9_pos:10566,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_pos:4339,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MGUS1_pos:5209,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mm7:1215,NK cells,NK cells
Foster_2024.SMM12_pos:2638,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20181219-T:945,Regulatory T cells,Regulatory T cells
Bailur_2019.mgus3:1160,Tem/Effector helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus11:1061,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MGUS1_pos:6168,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus6:1288,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
