"pt","raw_clonotype_id","CD8A","nonvir10_UCell","exp"
"PT16","clonotype237",0,0.5418,FALSE
"PT16","clonotype110",0,0.3538,FALSE
"PT16","clonotype689",1.9598657555349,0.184033333333333,FALSE
"PT16","clonotype35",0,0.344066666666667,TRUE
"PT16","clonotype7",2.49859349147831,0.4007,FALSE
"PT16","clonotype180",0,0.126733333333333,FALSE
"PT16","clonotype67",2.05244612146957,0.374666666666667,FALSE
"PT16","clonotype249",0,0.264066666666667,FALSE
"PT16","clonotype3",1.4435839799186,0.498,FALSE
"PT16","clonotype161",0,0.5421,FALSE
"PT16","clonotype564",0,0.333933333333333,FALSE
"PT16","clonotype37",1.18797698231566,0.544,FALSE
"PT16","clonotype607",0,0.0637333333333333,FALSE
"PT16","clonotype326",0,0.267466666666667,FALSE
"PT16","clonotype32",1.80064970547526,0.2849,TRUE
"PT16","clonotype30",1.72658108830045,0.248166666666667,FALSE
"PT16","clonotype484",0,0.519866666666667,FALSE
"PT16","clonotype167",1.95940506881509,0.360466666666667,FALSE
"PT16","clonotype22",0,0.111266666666667,FALSE
"PT16","clonotype18",1.7688652310731,0.1152,FALSE
"PT16","clonotype12",1.4629215825195,0.357233333333333,FALSE
"PT16","clonotype31",0,0.4173,FALSE
"PT16","clonotype373",0,0.253133333333333,FALSE
"PT16","clonotype488",0,0.0691333333333334,FALSE
"PT16","clonotype113",1.08564705654005,0.405633333333333,FALSE
"PT16","clonotype89",0,0.0797333333333333,FALSE
"PT16","clonotype106",2.83831609359427,0.5338,FALSE
"PT16","clonotype598",0,0.251533333333333,FALSE
"PT16","clonotype493",0,0.1994,FALSE
"PT16","clonotype44",0,0.275,FALSE
"PT16","clonotype131",0,0.193766666666667,FALSE
"PT16","clonotype517",1.31881220561056,0.4415,FALSE
"PT16","clonotype4",0,0.653466666666667,FALSE
"PT16","clonotype2",1.22798750740181,0.440733333333333,FALSE
"PT16","clonotype8",2.14957916649949,0.097,FALSE
"PT16","clonotype407",0,0.0718,FALSE
"PT16","clonotype165",0,0.248866666666667,FALSE
"PT16","clonotype519",3.08443526251258,0.313633333333333,FALSE
"PT16","clonotype7",1.72313033704581,0.568,FALSE
"PT16","clonotype738",0,0.300433333333333,FALSE
"PT16","clonotype97",2.55547774370397,0.535833333333333,FALSE
"PT16","clonotype2",2.16610618811673,0.279166666666667,FALSE
"PT16","clonotype684",1.16225747452659,0.240166666666667,FALSE
"PT16","clonotype23",2.33763355976324,0.165533333333333,FALSE
"PT16","clonotype433",0,0.260133333333333,FALSE
"PT16","clonotype10",2.17311400475436,0.462966666666667,FALSE
"PT16","clonotype159",0,0.0920666666666666,FALSE
"PT16","clonotype10",1.03824016112821,0.503733333333333,FALSE
