"donor_id","chain","clone_id","hit","annot"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-1800","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-6128","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM6-735","1match1clus","CMV"
"Foster_2024.SMM12","TRA","MH8919332-2024","1match1clus","CMV"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-1800","1match1clus","CMV"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-1377","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.HD3-5138","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-1377","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-4311","1match1clus","CMV"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-4311","1match1clus","CMV"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-4640","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-4640","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM4-3152","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-5135","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM8-6269","1match1clus","CMV"
"Foster_2024.SMM12","TRA","MH8919176-942","1match1clus","CMV"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-5135","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-2705","1match1clus","CMV"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-2705","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-2758","1match1clus","CMV"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-2758","1match1clus","CMV"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-5611","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-5611","1match1clus","CMV"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-278","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-278","1match1clus","CMV"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-5617","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-5617","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-3097","1match1clus","InfluenzaA"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-3097","1match1clus","InfluenzaA"
"Foster_2024.SMM12","TRB","Foster_2024.SMM12-3038","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM12-3038","1match1clus","CMV"
"Foster_2024.SMM12","TRA","Foster_2024.SMM5-4309","1match1clus","CMV"
