obs_names,subclus,leiden_recl
Foster_2024.SMM13_neg:2743,Treg,0
Foster_2024.SMM13_neg:3018,Treg,0
Foster_2024.SMM13_neg:3048,Treg,0
Foster_2024.SMM13_neg:3075,Treg,0
Foster_2024.SMM13_neg:3315,Treg,0
Foster_2024.SMM13_neg:3577,Treg,4
Foster_2024.SMM13_neg:4123,Treg,4
Foster_2024.SMM13_neg:4486,Treg,2
Foster_2024.SMM13_neg:4719,Treg,0
Foster_2024.SMM13_neg:4737,Treg,0
Foster_2024.SMM13_neg:4794,Treg,0
Foster_2024.SMM13_neg:4887,Treg,4
Foster_2024.SMM13_neg:5156,Treg,0
Foster_2024.SMM13_neg:5208,Treg,0
Foster_2024.SMM13_neg:5364,Treg,4
Foster_2024.SMM13_neg:5427,Treg,0
Foster_2024.SMM13_neg:5573,Treg,4
Foster_2024.SMM13_neg:5710,Treg,0
Foster_2024.SMM13_neg:5812,Treg,2
Foster_2024.SMM13_neg:5856,Treg,0
Foster_2024.SMM13_pos:29,Treg,0
Foster_2024.SMM13_pos:71,Treg,2
Foster_2024.SMM13_pos:106,Treg,0
Foster_2024.SMM13_pos:116,Treg,2
Foster_2024.SMM13_pos:141,Treg,2
Foster_2024.SMM13_pos:156,Treg,2
Foster_2024.SMM13_pos:200,Treg,0
Foster_2024.SMM13_pos:214,Treg,2
Foster_2024.SMM13_pos:222,Treg,2
Foster_2024.SMM13_pos:237,Treg,2
Foster_2024.SMM13_pos:271,Treg,4
Foster_2024.SMM13_pos:410,Treg,2
Foster_2024.SMM13_pos:430,Treg,0
Foster_2024.SMM13_pos:466,Treg,0
Foster_2024.SMM13_pos:494,Treg,0
Foster_2024.SMM13_pos:528,Treg,2
Foster_2024.SMM13_pos:530,Treg,0
Foster_2024.SMM13_pos:534,Treg,2
Foster_2024.SMM13_pos:541,Treg,2
Foster_2024.SMM13_pos:572,Treg,0
Foster_2024.SMM13_pos:723,Treg,2
Foster_2024.SMM13_pos:762,Treg,0
Foster_2024.SMM13_pos:798,Treg,4
Foster_2024.SMM13_pos:844,Treg,0
Foster_2024.SMM13_pos:857,Treg,0
Foster_2024.SMM13_pos:872,Treg,2
Foster_2024.SMM13_pos:878,Treg,0
Foster_2024.SMM13_pos:926,Treg,4
Foster_2024.SMM13_pos:969,Treg,0
Foster_2024.SMM13_pos:992,Treg,4
Foster_2024.SMM13_pos:1031,Treg,2
Foster_2024.SMM13_pos:1092,Treg,0
Foster_2024.SMM13_pos:1119,Treg,2
Foster_2024.SMM13_pos:1258,Treg,2
Foster_2024.SMM13_pos:1262,Treg,2
Foster_2024.SMM13_pos:1307,Treg,2
Foster_2024.SMM13_pos:1352,Treg,0
Foster_2024.SMM13_pos:1355,Treg,2
Foster_2024.SMM13_pos:1397,Treg,2
Foster_2024.SMM13_pos:1399,Treg,2
Foster_2024.SMM13_pos:1453,Treg,2
Foster_2024.SMM13_pos:1461,Treg,0
Foster_2024.SMM13_pos:1479,Treg,0
Foster_2024.SMM13_pos:1508,Treg,0
Foster_2024.SMM13_pos:1550,Treg,2
Foster_2024.SMM13_pos:1556,Treg,2
Foster_2024.SMM13_pos:1561,Treg,4
Foster_2024.SMM13_pos:1568,Treg,2
Foster_2024.SMM13_pos:1580,Treg,4
Foster_2024.SMM13_pos:1589,Treg,0
Foster_2024.SMM13_pos:1666,Treg,0
Foster_2024.SMM13_pos:1676,Treg,4
Foster_2024.SMM13_pos:1695,Treg,2
Foster_2024.SMM13_pos:1789,Treg,2
Foster_2024.SMM13_pos:1812,Treg,0
Foster_2024.SMM13_pos:1863,Treg,2
Foster_2024.SMM13_pos:1871,Treg,0
Foster_2024.SMM13_pos:1985,Treg,0
Foster_2024.SMM13_pos:2015,Treg,2
Foster_2024.SMM13_pos:2030,Treg,2
Foster_2024.SMM13_pos:2031,Treg,0
Foster_2024.SMM13_pos:2085,Treg,4
Foster_2024.SMM13_pos:2102,Treg,4
Foster_2024.SMM13_pos:2122,Treg,2
Foster_2024.SMM13_pos:2133,Treg,2
Foster_2024.SMM13_pos:2146,Treg,2
Foster_2024.SMM13_pos:2151,Treg,4
Foster_2024.SMM13_pos:2162,Treg,0
Foster_2024.SMM13_pos:2186,Treg,2
Foster_2024.SMM13_pos:2211,Treg,0
Foster_2024.SMM13_pos:2242,Treg,0
Foster_2024.SMM13_pos:2259,Treg,4
Foster_2024.SMM13_pos:2329,Treg,0
Foster_2024.SMM13_pos:2334,Treg,0
Foster_2024.SMM13_pos:2354,Treg,4
Foster_2024.SMM13_pos:2362,Treg,0
Foster_2024.SMM13_pos:2363,Treg,2
Foster_2024.SMM13_pos:2490,Treg,0
Foster_2024.SMM13_pos:2508,Treg,0
Foster_2024.SMM13_pos:2517,Treg,4
Foster_2024.SMM13_pos:2529,Treg,0
Foster_2024.SMM13_pos:2597,Treg,0
Foster_2024.SMM13_pos:2687,Treg,0
Foster_2024.SMM13_pos:2716,Treg,2
Foster_2024.SMM13_pos:2808,Treg,0
Foster_2024.SMM13_pos:2810,Treg,2
Foster_2024.SMM13_pos:2823,Treg,0
Foster_2024.SMM13_pos:2834,Treg,0
Foster_2024.SMM13_pos:2861,Treg,2
Foster_2024.SMM13_pos:2898,Treg,0
Foster_2024.SMM13_pos:2915,Treg,0
Foster_2024.SMM13_pos:2917,Treg,2
Foster_2024.SMM13_pos:2957,Treg,2
Foster_2024.SMM13_pos:3018,Treg,0
Foster_2024.SMM13_pos:3051,Treg,2
Foster_2024.SMM13_pos:3056,Treg,0
Foster_2024.SMM13_pos:3072,Treg,2
Foster_2024.SMM13_pos:3105,Treg,2
Foster_2024.SMM13_pos:3141,Treg,2
Foster_2024.SMM13_pos:3170,Treg,4
Foster_2024.SMM13_pos:3175,Treg,2
Foster_2024.SMM13_pos:3179,Treg,0
Foster_2024.SMM13_pos:3182,Treg,4
Foster_2024.SMM13_pos:3196,Treg,2
Foster_2024.SMM13_pos:3346,Treg,0
Foster_2024.SMM13_pos:3358,Treg,4
Foster_2024.SMM13_pos:3361,Treg,2
Foster_2024.SMM13_pos:3368,Treg,2
Foster_2024.SMM13_pos:3423,Treg,2
Foster_2024.SMM13_pos:3441,Treg,0
Foster_2024.SMM13_pos:3511,Treg,2
Foster_2024.SMM13_pos:3513,Treg,2
Foster_2024.SMM13_pos:3546,Treg,0
Foster_2024.SMM13_pos:3562,Treg,0
Foster_2024.SMM13_pos:3565,Treg,0
Foster_2024.SMM13_pos:3588,Treg,2
Foster_2024.SMM13_pos:3592,Treg,2
Foster_2024.SMM13_pos:3655,Treg,0
Foster_2024.SMM13_pos:3659,Treg,0
Foster_2024.SMM13_pos:3665,Treg,0
Foster_2024.SMM13_pos:3667,Treg,2
Foster_2024.SMM13_pos:3686,Treg,2
Foster_2024.SMM13_pos:3693,Treg,0
Foster_2024.SMM13_pos:3697,Treg,4
Foster_2024.SMM13_pos:3714,Treg,2
Foster_2024.SMM13_pos:3757,Treg,2
Foster_2024.SMM13_pos:3774,Treg,0
Foster_2024.SMM13_pos:3775,Treg,0
Foster_2024.SMM13_pos:3849,Treg,4
Foster_2024.SMM13_pos:3851,Treg,2
Foster_2024.SMM13_pos:3861,Treg,2
Foster_2024.SMM13_pos:3896,Treg,2
Foster_2024.SMM13_pos:3900,Treg,0
Foster_2024.SMM13_pos:3950,Treg,2
Foster_2024.SMM13_pos:3974,Treg,0
Foster_2024.SMM13_pos:3977,Treg,0
Foster_2024.SMM13_pos:3989,Treg,2
Foster_2024.SMM13_pos:4051,Treg,2
Foster_2024.SMM13_pos:4111,Treg,0
Foster_2024.SMM13_pos:4161,Treg,0
Foster_2024.SMM13_pos:4170,Treg,0
Foster_2024.SMM13_pos:4176,Treg,2
Foster_2024.SMM13_pos:4182,Treg,2
Foster_2024.SMM13_pos:4196,Treg,4
Foster_2024.SMM13_pos:4225,Treg,2
Foster_2024.SMM13_pos:4299,Treg,0
Foster_2024.SMM13_pos:4312,Treg,4
Foster_2024.SMM13_pos:4316,Treg,2
Foster_2024.SMM13_pos:4416,Treg,4
Foster_2024.SMM13_pos:4475,Treg,2
Foster_2024.SMM13_pos:4484,Treg,2
Foster_2024.SMM13_pos:4499,Treg,0
Foster_2024.SMM13_pos:4509,Treg,2
Foster_2024.SMM13_pos:4516,Treg,2
Foster_2024.SMM13_pos:4544,Treg,0
Foster_2024.SMM13_pos:4553,Treg,2
Foster_2024.SMM13_pos:4555,Treg,0
Foster_2024.SMM13_pos:4583,Treg,0
Foster_2024.SMM13_pos:4607,Treg,0
Foster_2024.SMM13_pos:4628,Treg,2
Foster_2024.SMM13_pos:4629,Treg,2
Foster_2024.SMM13_pos:4719,Treg,2
Foster_2024.SMM13_pos:4724,Treg,0
Foster_2024.SMM13_pos:4732,Treg,0
Foster_2024.SMM13_pos:4746,Treg,0
Foster_2024.SMM13_pos:4796,Treg,4
Foster_2024.SMM13_pos:4805,Treg,0
Foster_2024.SMM13_pos:4823,Treg,2
Foster_2024.SMM13_pos:4827,Treg,2
Foster_2024.SMM13_pos:4878,Treg,2
Foster_2024.SMM13_pos:4903,Treg,0
Foster_2024.SMM13_pos:4937,Treg,4
Foster_2024.SMM13_pos:4973,Treg,2
Foster_2024.SMM13_pos:4975,Treg,2
Foster_2024.SMM13_pos:4997,Treg,4
Foster_2024.SMM13_pos:5030,Treg,4
Foster_2024.SMM13_pos:5038,Treg,2
Foster_2024.SMM13_pos:5042,Treg,2
Foster_2024.SMM13_pos:5058,Treg,4
Foster_2024.SMM13_pos:5099,Treg,2
Foster_2024.SMM13_pos:5103,Treg,0
Foster_2024.SMM13_pos:5136,Treg,2
Foster_2024.SMM13_pos:5202,Treg,2
Foster_2024.SMM13_pos:5217,Treg,0
Foster_2024.SMM13_pos:5226,Treg,0
Foster_2024.SMM13_pos:5290,Treg,0
Foster_2024.SMM13_pos:5294,Treg,2
Foster_2024.SMM13_pos:5334,Treg,2
Foster_2024.SMM13_pos:5438,Treg,2
Foster_2024.SMM13_pos:5469,Treg,2
Foster_2024.SMM13_pos:5515,Treg,4
Foster_2024.SMM13_pos:5519,Treg,2
Foster_2024.SMM13_pos:5540,Treg,2
Foster_2024.SMM13_pos:5545,Treg,4
Foster_2024.SMM13_pos:5596,Treg,0
Foster_2024.SMM13_pos:5643,Treg,4
Foster_2024.SMM13_pos:5680,Treg,4
Foster_2024.SMM13_pos:5686,Treg,2
Foster_2024.SMM13_pos:5694,Treg,0
Foster_2024.SMM13_pos:5719,Treg,2
Foster_2024.SMM13_pos:5801,Treg,2
Foster_2024.SMM13_pos:5822,Treg,0
Foster_2024.SMM13_pos:5836,Treg,2
Foster_2024.SMM13_pos:5947,Treg,2
Foster_2024.SMM13_pos:5968,Treg,4
Foster_2024.SMM13_pos:5970,Treg,0
Foster_2024.SMM13_pos:5977,Treg,2
Foster_2024.SMM13_pos:5981,Treg,2
Foster_2024.SMM13_pos:6081,Treg,2
Foster_2024.SMM13_pos:6117,Treg,2
Foster_2024.SMM13_pos:6154,Treg,2
Foster_2024.SMM13_pos:6158,Treg,4
Foster_2024.SMM13_pos:6209,Treg,2
Foster_2024.SMM13_pos:6218,Treg,2
Foster_2024.SMM13_pos:6230,Treg,2
Foster_2024.SMM13_pos:6244,Treg,2
Foster_2024.SMM13_pos:6292,Treg,0
Foster_2024.SMM13_pos:6294,Treg,2
Foster_2024.SMM13_pos:6329,Treg,0
Foster_2024.SMM13_pos:6363,Treg,0
Foster_2024.SMM13_pos:6391,Treg,2
Foster_2024.SMM13_pos:6469,Treg,2
Foster_2024.SMM13_pos:6480,Treg,2
Foster_2024.SMM13_pos:6515,Treg,2
Foster_2024.SMM13_pos:6517,Treg,2
Foster_2024.SMM13_pos:6569,Treg,4
Foster_2024.SMM13_pos:6571,Treg,4
Foster_2024.SMM13_pos:6617,Treg,2
Foster_2024.SMM13_pos:6639,Treg,0
Foster_2024.SMM13_pos:6737,Treg,2
Foster_2024.SMM13_pos:6770,Treg,0
Foster_2024.SMM13_pos:6799,Treg,2
Foster_2024.SMM13_pos:6823,Treg,0
Foster_2024.SMM13_pos:6854,Treg,2
Foster_2024.SMM13_pos:6869,Treg,0
Foster_2024.SMM13_pos:6872,Treg,0
Foster_2024.SMM13_pos:6886,Treg,0
Foster_2024.SMM13_pos:7128,Treg,0
Foster_2024.SMM13_pos:7130,Treg,4
Foster_2024.SMM13_pos:7161,Treg,2
Foster_2024.SMM13_pos:7227,Treg,2
Foster_2024.SMM13_pos:7275,Treg,4
Foster_2024.SMM13_pos:7286,Treg,0
Foster_2024.SMM13_pos:7287,Treg,2
Foster_2024.SMM13_pos:7320,Treg,0
Foster_2024.SMM13_pos:7321,Treg,0
Foster_2024.SMM13_pos:7373,Treg,2
Foster_2024.SMM13_pos:7388,Treg,0
Foster_2024.SMM13_pos:7401,Treg,4
Foster_2024.SMM13_pos:7444,Treg,2
Foster_2024.SMM13_pos:7449,Treg,2
Foster_2024.SMM13_pos:7468,Treg,4
Foster_2024.SMM13_pos:7491,Treg,2
Foster_2024.SMM13_pos:7514,Treg,0
Foster_2024.SMM13_pos:7549,Treg,4
Foster_2024.SMM13_pos:7592,Treg,2
Foster_2024.SMM13_pos:7618,Treg,2
Foster_2024.SMM13_pos:7696,Treg,2
Foster_2024.SMM13_pos:7697,Treg,2
Foster_2024.SMM13_pos:7767,Treg,0
Foster_2024.SMM13_pos:7776,Treg,2
Foster_2024.SMM13_pos:7799,Treg,4
Foster_2024.SMM13_pos:7809,Treg,0
Foster_2024.SMM13_pos:7830,Treg,2
Foster_2024.SMM13_pos:7840,Treg,2
Foster_2024.SMM13_pos:7856,Treg,2
Foster_2024.SMM13_pos:7868,Treg,0
Foster_2024.SMM13_pos:7879,Treg,2
Foster_2024.SMM13_pos:7908,Treg,0
Foster_2024.SMM13_pos:7917,Treg,0
Foster_2024.SMM13_pos:7918,Treg,0
Foster_2024.SMM13_pos:7939,Treg,0
Foster_2024.SMM13_pos:7942,Treg,0
Foster_2024.SMM13_pos:7970,Treg,2
Foster_2024.SMM13_pos:8006,Treg,2
Foster_2024.SMM13_pos:8067,Treg,0
Foster_2024.SMM13_pos:8083,Treg,2
Foster_2024.SMM13_pos:8127,Treg,2
Foster_2024.SMM13_pos:8137,Treg,2
Foster_2024.SMM13_pos:8159,Treg,2
Foster_2024.SMM13_pos:8175,Treg,0
Foster_2024.SMM13_pos:8214,Treg,2
Foster_2024.SMM13_pos:8226,Treg,0
Foster_2024.SMM13_pos:8261,Treg,0
Foster_2024.SMM13_pos:8362,Treg,2
Foster_2024.SMM13_pos:8427,Treg,0
Foster_2024.SMM13_pos:8435,Treg,2
Foster_2024.SMM13_pos:8529,Treg,0
Foster_2024.SMM13_pos:8589,Treg,2
Foster_2024.SMM13_pos:8592,Treg,4
Foster_2024.SMM13_pos:8598,Treg,4
Foster_2024.SMM13_pos:8624,Treg,0
Foster_2024.SMM13_pos:8655,Treg,2
Foster_2024.SMM13_pos:8726,Treg,4
Foster_2024.SMM13_pos:8803,Treg,0
Foster_2024.SMM13_pos:8853,Treg,2
Foster_2024.SMM13_pos:8931,Treg,2
Foster_2024.SMM13_pos:8939,Treg,2
Foster_2024.SMM13_pos:8952,Treg,0
Foster_2024.SMM13_pos:8970,Treg,2
Foster_2024.SMM13_pos:8971,Treg,4
Foster_2024.SMM13_pos:8976,Treg,4
Foster_2024.SMM13_pos:8983,Treg,2
Foster_2024.SMM13_pos:9037,Treg,2
Foster_2024.SMM13_pos:9086,Treg,0
Foster_2024.SMM13_pos:9245,Treg,2
Foster_2024.SMM13_pos:9279,Treg,0
Foster_2024.SMM13_pos:9305,Treg,2
Foster_2024.SMM13_pos:9326,Treg,2
Foster_2024.SMM13_pos:9330,Treg,4
Foster_2024.SMM13_pos:9406,Treg,2
Foster_2024.SMM13_pos:9415,Treg,2
Foster_2024.SMM13_pos:9420,Treg,2
Foster_2024.SMM13_pos:9426,Treg,0
Foster_2024.SMM13_pos:9450,Treg,2
Foster_2024.SMM13_pos:9473,Treg,2
Foster_2024.SMM13_pos:9476,Treg,2
Foster_2024.SMM13_pos:9495,Treg,2
Foster_2024.SMM13_pos:9498,Treg,4
Foster_2024.SMM13_pos:9568,Treg,2
Foster_2024.SMM13_pos:9573,Treg,0
Foster_2024.SMM13_pos:9583,Treg,0
Foster_2024.SMM13_pos:9591,Treg,0
Foster_2024.SMM13_pos:9636,Treg,2
Foster_2024.SMM13_pos:9640,Treg,0
Foster_2024.SMM13_pos:9641,Treg,2
Foster_2024.SMM13_pos:9679,Treg,0
Foster_2024.SMM13_pos:9719,Treg,2
Foster_2024.SMM13_pos:9726,Treg,2
Foster_2024.SMM13_pos:9741,Treg,0
Foster_2024.SMM13_pos:9755,Treg,2
Foster_2024.SMM13_pos:9776,Treg,4
Foster_2024.SMM13_pos:9842,Treg,0
Foster_2024.SMM13_pos:9874,Treg,4
Foster_2024.SMM13_pos:9898,Treg,2
Foster_2024.SMM13_pos:9904,Treg,4
Foster_2024.SMM13_pos:9911,Treg,4
Foster_2024.SMM13_pos:9942,Treg,4
Foster_2024.SMM13_pos:9943,Treg,0
Foster_2024.SMM13_pos:9998,Treg,0
Foster_2024.SMM13_pos:10010,Treg,2
Foster_2024.SMM13_pos:10038,Treg,0
Foster_2024.SMM13_pos:10042,Treg,0
Foster_2024.SMM13_pos:10047,Treg,4
Foster_2024.SMM13_pos:10058,Treg,2
Foster_2024.SMM13_pos:10072,Treg,2
Foster_2024.SMM13_pos:10087,Treg,0
Foster_2024.SMM13_pos:10089,Treg,2
Foster_2024.SMM13_pos:10135,Treg,2
Foster_2024.SMM13_pos:10143,Treg,4
Foster_2024.SMM13_pos:10174,Treg,2
Foster_2024.SMM13_pos:10184,Treg,2
Foster_2024.SMM13_pos:10208,Treg,2
Foster_2024.SMM13_pos:10364,Treg,0
Foster_2024.SMM13_pos:10376,Treg,0
Foster_2024.SMM13_pos:10378,Treg,2
Foster_2024.SMM13_pos:10379,Treg,0
Foster_2024.SMM13_pos:10394,Treg,4
Foster_2024.SMM13_pos:10416,Treg,4
Foster_2024.SMM13_pos:10422,Treg,2
Foster_2024.SMM13_pos:10424,Treg,2
Foster_2024.SMM13_pos:10431,Treg,0
Foster_2024.SMM13_pos:10571,Treg,0
Foster_2024.SMM13_pos:10605,Treg,0
Foster_2024.SMM13_pos:10612,Treg,2
Foster_2024.SMM13_pos:10616,Treg,2
Foster_2024.SMM13_pos:10663,Treg,0
Foster_2024.SMM13_pos:10664,Treg,2
Foster_2024.SMM13_pos:10723,Treg,0
Foster_2024.SMM13_pos:10771,Treg,0
Foster_2024.SMM13_pos:10794,Treg,0
Foster_2024.SMM13_pos:10802,Treg,4
Foster_2024.SMM13_pos:10806,Treg,0
Foster_2024.SMM13_pos:10823,Treg,2
Foster_2024.SMM13_pos:10841,Treg,0
Foster_2024.SMM13_pos:10895,Treg,0
Foster_2024.SMM13_pos:10928,Treg,2
Foster_2024.SMM13_pos:10974,Treg,0
Foster_2024.SMM13_pos:10988,Treg,2
Foster_2024.SMM13_pos:11017,Treg,0
Foster_2024.SMM13_pos:11023,Treg,0
Foster_2024.SMM13_pos:11110,Treg,4
Foster_2024.SMM13_pos:11118,Treg,4
Foster_2024.SMM13_pos:11179,Treg,0
Foster_2024.SMM13_pos:11218,Treg,2
Foster_2024.SMM13_pos:11221,Treg,2
Foster_2024.SMM13_pos:11229,Treg,0
Foster_2024.SMM13_pos:11244,Treg,2
Foster_2024.SMM13_pos:11249,Treg,0
Foster_2024.SMM13_pos:11252,Treg,2
Foster_2024.SMM13_pos:11300,Treg,0
Foster_2024.SMM13_pos:11345,Treg,0
Foster_2024.SMM13_pos:11401,Treg,0
Foster_2024.SMM13_pos:11418,Treg,0
Foster_2024.SMM13_pos:11446,Treg,2
Foster_2024.SMM13_pos:11482,Treg,2
Foster_2024.SMM13_pos:11501,Treg,2
Foster_2024.SMM13_pos:11526,Treg,2
Foster_2024.SMM13_pos:11542,Treg,0
Foster_2024.SMM13_pos:11545,Treg,2
Foster_2024.SMM13_pos:11548,Treg,0
Foster_2024.SMM13_pos:11562,Treg,2
Foster_2024.SMM13_pos:11569,Treg,0
Foster_2024.SMM13_pos:11592,Treg,0
Foster_2024.SMM13_pos:11599,Treg,2
Foster_2024.SMM13_pos:11636,Treg,4
Foster_2024.SMM13_pos:11684,Treg,0
Foster_2024.SMM13_pos:11716,Treg,2
Foster_2024.SMM13_pos:11730,Treg,0
Foster_2024.SMM13_pos:11740,Treg,0
Foster_2024.SMM13_pos:11760,Treg,2
Foster_2024.SMM13_pos:11787,Treg,4
Foster_2024.SMM13_pos:11800,Treg,0
Foster_2024.SMM13_pos:11822,Treg,4
Foster_2024.SMM13_pos:12062,Treg,2
Foster_2024.SMM13_pos:12096,Treg,2
Foster_2024.SMM13_pos:12120,Treg,0
Foster_2024.SMM13_pos:12137,Treg,4
Foster_2024.SMM13_pos:12174,Treg,2
Foster_2024.SMM13_pos:12199,Treg,0
Foster_2024.SMM13_pos:12280,Treg,2
Foster_2024.SMM13_pos:12313,Treg,0
Foster_2024.SMM13_pos:12364,Treg,2
Foster_2024.SMM13_pos:12411,Treg,2
Foster_2024.SMM13_pos:12474,Treg,2
Foster_2024.SMM13_pos:12647,Treg,2
Foster_2024.SMM13_pos:12650,Treg,0
Foster_2024.SMM13_pos:12703,Treg,0
Foster_2024.SMM13_pos:12808,Treg,0
Foster_2024.SMM13_pos:12864,Treg,0
Foster_2024.HD2_neg:1015,Treg,4
Foster_2024.HD2_neg:1338,Treg,0
Foster_2024.HD3_pos:18,Treg,4
Foster_2024.HD3_pos:49,Treg,0
Foster_2024.HD3_pos:456,Treg,4
Foster_2024.HD3_pos:472,Treg,4
Foster_2024.HD3_pos:514,Treg,4
Foster_2024.HD3_pos:600,Treg,4
Foster_2024.HD3_pos:625,Treg,4
Foster_2024.HD3_pos:728,Treg,0
Foster_2024.HD3_pos:797,Treg,4
Foster_2024.HD3_pos:1106,Treg,4
Foster_2024.HD3_pos:1225,Treg,0
Foster_2024.HD3_pos:1248,Treg,4
Foster_2024.HD3_pos:1249,Treg,4
Foster_2024.HD3_pos:1254,Treg,4
Foster_2024.HD3_pos:1429,Treg,4
Foster_2024.HD3_pos:1616,Treg,0
Foster_2024.HD3_pos:1733,Treg,4
Foster_2024.HD3_pos:1791,Treg,4
Foster_2024.HD3_pos:2171,Treg,4
Foster_2024.HD3_pos:2662,Treg,0
Foster_2024.HD3_pos:2860,Treg,4
Foster_2024.HD3_pos:2954,Treg,4
Foster_2024.HD3_pos:3026,Treg,0
Foster_2024.HD3_pos:3188,Treg,4
Foster_2024.HD3_pos:3228,Treg,2
Foster_2024.HD3_pos:3811,Treg,4
Foster_2024.HD3_pos:3941,Treg,4
Foster_2024.HD3_pos:4184,Treg,2
Foster_2024.HD3_pos:4222,Treg,4
Foster_2024.HD3_pos:4258,Treg,0
Foster_2024.HD3_pos:4489,Treg,0
Foster_2024.HD3_pos:4562,Treg,4
Foster_2024.HD3_pos:5016,Treg,4
Foster_2024.HD3_pos:5078,Treg,0
Foster_2024.HD3_pos:5595,Treg,0
Foster_2024.HD3_pos:5651,Treg,0
Foster_2024.HD3_pos:5796,Treg,4
Foster_2024.HD3_pos:5863,Treg,4
Foster_2024.HD3_pos:5994,Treg,0
Foster_2024.HD3_pos:6075,Treg,4
Foster_2024.HD3_pos:6184,Treg,4
Foster_2024.HD3_pos:6230,Treg,0
Foster_2024.HD3_pos:6317,Treg,4
Foster_2024.HD3_pos:6669,Treg,0
Foster_2024.HD3_pos:6773,Treg,4
Foster_2024.HD3_pos:6924,Treg,0
Foster_2024.HD3_pos:6969,Treg,4
Foster_2024.HD3_pos:7042,Treg,0
Foster_2024.HD3_pos:7358,Treg,0
Foster_2024.HD3_pos:7545,Treg,0
Foster_2024.HD3_pos:7553,Treg,4
Foster_2024.HD3_pos:7758,Treg,4
Foster_2024.HD3_pos:7936,Treg,4
Foster_2024.HD3_pos:7999,Treg,0
Foster_2024.HD3_pos:8229,Treg,0
Foster_2024.HD3_pos:8609,Treg,4
Foster_2024.MM3_neg:1154,Treg,4
Foster_2024.HD1_pos:430,Treg,2
Foster_2024.HD1_pos:636,Treg,0
Foster_2024.HD1_pos:968,Treg,2
Foster_2024.HD1_pos:2201,Treg,0
Foster_2024.HD1_pos:2540,Treg,0
Foster_2024.HD1_pos:2674,Treg,4
Foster_2024.HD1_pos:3911,Treg,2
Foster_2024.HD1_pos:4270,Treg,0
Foster_2024.HD1_pos:4295,Treg,4
Foster_2024.HD1_pos:4418,Treg,0
Foster_2024.HD1_pos:4637,Treg,2
Foster_2024.HD1_pos:4665,Treg,0
Foster_2024.HD1_neg:1921,Treg,4
Foster_2024.MM7_pos:107,Treg,0
Foster_2024.MM7_pos:348,Treg,2
Foster_2024.MM7_pos:735,Treg,2
Foster_2024.MM7_pos:748,Treg,2
Foster_2024.MM7_pos:1302,Treg,0
Foster_2024.MM7_pos:1641,Treg,0
Foster_2024.MM7_pos:1652,Treg,0
Foster_2024.MM7_pos:1893,Treg,0
Foster_2024.MM7_pos:1960,Treg,0
Foster_2024.MM7_pos:2087,Treg,4
Foster_2024.MM7_pos:2205,Treg,0
Foster_2024.MM7_pos:2291,Treg,0
Foster_2024.MM7_pos:2364,Treg,4
Foster_2024.MM7_pos:2470,Treg,4
Foster_2024.MM7_pos:2600,Treg,0
Foster_2024.MM7_pos:3264,Treg,4
Foster_2024.MM7_pos:3727,Treg,0
Foster_2024.MM7_pos:4183,Treg,0
Foster_2024.MM7_pos:4199,Treg,2
Foster_2024.MM7_pos:4874,Treg,0
Foster_2024.MM7_pos:5242,Treg,2
Foster_2024.MM7_pos:5440,Treg,2
Foster_2024.MM7_pos:5835,Treg,0
Foster_2024.MM7_pos:6311,Treg,0
Foster_2024.MM7_pos:6507,Treg,4
Foster_2024.MM7_pos:6515,Treg,0
Foster_2024.MM7_pos:6823,Treg,4
Foster_2024.MM7_pos:6842,Treg,0
Foster_2024.MM7_pos:6853,Treg,4
Foster_2024.MM7_pos:7274,Treg,0
Foster_2024.MM7_pos:7334,Treg,0
Foster_2024.MM7_pos:7368,Treg,0
Foster_2024.MM7_pos:7484,Treg,0
Foster_2024.MM7_pos:7546,Treg,0
Foster_2024.MM7_pos:7893,Treg,4
Foster_2024.MM7_pos:8266,Treg,4
Foster_2024.MM7_pos:8304,Treg,0
Foster_2024.MM7_pos:8343,Treg,0
Foster_2024.MM7_pos:8440,Treg,4
Foster_2024.MM7_pos:8585,Treg,4
Foster_2024.MM7_pos:8743,Treg,0
Foster_2024.MM7_pos:8894,Treg,0
Foster_2024.MM7_pos:8940,Treg,0
Foster_2024.MM7_pos:8994,Treg,2
Foster_2024.MM7_pos:9380,Treg,0
Foster_2024.MM7_pos:10096,Treg,0
Foster_2024.MM7_pos:10540,Treg,0
Foster_2024.MM7_pos:10570,Treg,0
Foster_2024.MM7_pos:10907,Treg,0
Foster_2024.MM7_pos:11273,Treg,2
Foster_2024.MM7_pos:11298,Treg,0
Foster_2024.MM7_pos:11723,Treg,4
Foster_2024.MM7_pos:12213,Treg,0
Foster_2024.MM7_pos:12344,Treg,0
Oetjen_2018.G:329,Treg,2
Oetjen_2018.G:582,Treg,0
Oetjen_2018.G:612,Treg,0
Oetjen_2018.G:725,Treg,4
Oetjen_2018.S_T1:19,Treg,4
Oetjen_2018.S_T1:108,Treg,0
Oetjen_2018.S_T1:262,Treg,4
Oetjen_2018.S_T1:270,Treg,4
Oetjen_2018.S_T1:311,Treg,4
Oetjen_2018.S_T1:335,Treg,4
Oetjen_2018.S_T1:516,Treg,4
Oetjen_2018.S_T1:661,Treg,4
Oetjen_2018.S_T1:676,Treg,4
Oetjen_2018.S_T1:718,Treg,4
Oetjen_2018.S_T1:814,Treg,4
