obs_names,subclus,leiden_recl
SklavenitisPistofidis_2022.P36_Healthy_PB:1799,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:1826,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:1847,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:1875,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2007,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2017,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2065,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2209,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2230,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2305,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2308,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2357,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2365,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2370,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2376,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2394,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2410,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2424,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2442,Invar,0
SklavenitisPistofidis_2022.P36_Healthy_PB:2457,Invar,0
SklavenitisPistofidis_2022.P37_Healthy_PB:2181,Invar,2
SklavenitisPistofidis_2022.P37_Healthy_PB:2468,Invar,2
SklavenitisPistofidis_2022.P38_Healthy_PB:30,Invar,0
SklavenitisPistofidis_2022.P38_Healthy_PB:76,Invar,1
SklavenitisPistofidis_2022.P38_Healthy_PB:120,Invar,0
SklavenitisPistofidis_2022.P38_Healthy_PB:125,Invar,0
SklavenitisPistofidis_2022.P38_Healthy_PB:216,Invar,0
SklavenitisPistofidis_2022.P38_Healthy_PB:217,Invar,0
SklavenitisPistofidis_2022.P38_Healthy_PB:242,Invar,2
SklavenitisPistofidis_2022.P38_Healthy_PB:258,Invar,1
SklavenitisPistofidis_2022.P38_Healthy_PB:355,Invar,2
SklavenitisPistofidis_2022.P38_Healthy_PB:370,Invar,1
SklavenitisPistofidis_2022.P38_Healthy_PB:372,Invar,2
SklavenitisPistofidis_2022.P38_Healthy_PB:514,Invar,0
SklavenitisPistofidis_2022.P38_Healthy_PB:518,Invar,1
SklavenitisPistofidis_2022.P38_Healthy_PB:810,Invar,3
SklavenitisPistofidis_2022.P38_Healthy_PB:845,Invar,0
SklavenitisPistofidis_2022.P38_Healthy_PB:847,Invar,0
SklavenitisPistofidis_2022.P38_Healthy_PB:983,Invar,0
SklavenitisPistofidis_2022.P38_Healthy_PB:1057,Invar,1
SklavenitisPistofidis_2022.P38_Healthy_PB:1353,Invar,1
SklavenitisPistofidis_2022.P38_Healthy_PB:1700,Invar,0
SklavenitisPistofidis_2022.P39_Healthy_PB:22,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:49,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:107,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:167,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:249,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:341,Invar,0
SklavenitisPistofidis_2022.P39_Healthy_PB:427,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:430,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:514,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:658,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:700,Invar,0
SklavenitisPistofidis_2022.P39_Healthy_PB:711,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:871,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:921,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:970,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:1092,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:1149,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:1242,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:1372,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:1519,Invar,0
SklavenitisPistofidis_2022.P39_Healthy_PB:1551,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:1573,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:1605,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:1624,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:1671,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:1681,Invar,0
SklavenitisPistofidis_2022.P39_Healthy_PB:1793,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:1800,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:2186,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:2284,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:2621,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:2638,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:2707,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:2888,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:3040,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:3120,Invar,0
SklavenitisPistofidis_2022.P39_Healthy_PB:3139,Invar,0
SklavenitisPistofidis_2022.P39_Healthy_PB:3161,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:3371,Invar,3
SklavenitisPistofidis_2022.P39_Healthy_PB:3417,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:3453,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:3618,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:3737,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:3794,Invar,0
SklavenitisPistofidis_2022.P39_Healthy_PB:3936,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:3972,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:4027,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:4037,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:4052,Invar,0
SklavenitisPistofidis_2022.P39_Healthy_PB:4102,Invar,1
SklavenitisPistofidis_2022.P39_Healthy_PB:4221,Invar,2
SklavenitisPistofidis_2022.P39_Healthy_PB:4231,Invar,1
SklavenitisPistofidis_2022.P40_Healthy_PB:78,Invar,2
SklavenitisPistofidis_2022.P40_Healthy_PB:123,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:131,Invar,1
SklavenitisPistofidis_2022.P40_Healthy_PB:1130,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:1315,Invar,2
SklavenitisPistofidis_2022.P40_Healthy_PB:1671,Invar,1
SklavenitisPistofidis_2022.P40_Healthy_PB:1834,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:2021,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:2331,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:2667,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:2961,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:3071,Invar,2
SklavenitisPistofidis_2022.P40_Healthy_PB:3122,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:3412,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:3436,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:3511,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:3686,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:3889,Invar,2
SklavenitisPistofidis_2022.P40_Healthy_PB:4152,Invar,2
SklavenitisPistofidis_2022.P40_Healthy_PB:4226,Invar,2
SklavenitisPistofidis_2022.P40_Healthy_PB:4540,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:4597,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:4689,Invar,0
SklavenitisPistofidis_2022.P40_Healthy_PB:4774,Invar,2
SklavenitisPistofidis_2022.P41_Healthy_PB:50,Invar,1
SklavenitisPistofidis_2022.P41_Healthy_PB:400,Invar,0
SklavenitisPistofidis_2022.P41_Healthy_PB:682,Invar,0
SklavenitisPistofidis_2022.P41_Healthy_PB:1349,Invar,2
SklavenitisPistofidis_2022.P41_Healthy_PB:1551,Invar,2
SklavenitisPistofidis_2022.P41_Healthy_PB:1805,Invar,1
SklavenitisPistofidis_2022.P42_Healthy_PB:101,Invar,2
SklavenitisPistofidis_2022.P42_Healthy_PB:461,Invar,2
SklavenitisPistofidis_2022.P42_Healthy_PB:989,Invar,2
SklavenitisPistofidis_2022.P43_Healthy_PB:309,Invar,2
SklavenitisPistofidis_2022.P43_Healthy_PB:326,Invar,2
SklavenitisPistofidis_2022.P44_Healthy_PB:372,Invar,0
SklavenitisPistofidis_2022.P45_Healthy_BM:36,Invar,2
SklavenitisPistofidis_2022.P45_Healthy_BM:66,Invar,2
SklavenitisPistofidis_2022.P45_Healthy_BM:190,Invar,1
SklavenitisPistofidis_2022.P45_Healthy_BM:218,Invar,1
SklavenitisPistofidis_2022.P45_Healthy_BM:276,Invar,1
SklavenitisPistofidis_2022.P45_Healthy_BM:560,Invar,2
SklavenitisPistofidis_2022.P45_Healthy_BM:900,Invar,2
SklavenitisPistofidis_2022.P45_Healthy_BM:997,Invar,2
SklavenitisPistofidis_2022.P45_Healthy_BM:1155,Invar,2
SklavenitisPistofidis_2022.P45_Healthy_BM:1554,Invar,0
SklavenitisPistofidis_2022.P45_Healthy_BM:1814,Invar,1
SklavenitisPistofidis_2022.P45_Healthy_BM:1967,Invar,1
SklavenitisPistofidis_2022.P45_Healthy_BM:1979,Invar,2
SklavenitisPistofidis_2022.P45_Healthy_BM:2041,Invar,1
SklavenitisPistofidis_2022.P45_Healthy_BM:2120,Invar,1
SklavenitisPistofidis_2022.P45_Healthy_BM:2130,Invar,2
SklavenitisPistofidis_2022.P45_Healthy_BM:2204,Invar,1
SklavenitisPistofidis_2022.P45_Healthy_BM:2341,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:101,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:298,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:384,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:482,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:928,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:1158,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:1173,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:1185,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:1226,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:1244,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:1626,Invar,1
SklavenitisPistofidis_2022.P46_Healthy_BM:1739,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:1834,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:1995,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:2059,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:2237,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:2305,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:2314,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:2348,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:2407,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:2411,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:2695,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:2947,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:3004,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:3059,Invar,1
SklavenitisPistofidis_2022.P46_Healthy_BM:3319,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:3337,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:3500,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:3635,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:3692,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:3738,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:3800,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:3846,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:3866,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:4085,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:4161,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:4171,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:4279,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:4551,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:4670,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:4893,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:4954,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:5305,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:5595,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:5609,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:5700,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:5749,Invar,1
SklavenitisPistofidis_2022.P46_Healthy_BM:5770,Invar,1
SklavenitisPistofidis_2022.P46_Healthy_BM:5844,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:5914,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:6018,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:6092,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:6398,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:6474,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:6573,Invar,1
SklavenitisPistofidis_2022.P46_Healthy_BM:6723,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:6759,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:6805,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:7015,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:7087,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:7286,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:7293,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:7493,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:7557,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:7660,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:7726,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:7795,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8127,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8131,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8223,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8310,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8417,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8526,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8537,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8599,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8760,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8817,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:8853,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:9176,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:9277,Invar,2
SklavenitisPistofidis_2022.P46_Healthy_BM:9657,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:5,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:144,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:195,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:246,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:259,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:282,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:475,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:502,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:656,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:703,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:710,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:743,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:759,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:1127,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:1137,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:1153,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:1172,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:1460,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:1568,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:1598,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:1791,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:1793,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:1854,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:1861,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:1870,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:1899,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:1951,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:2019,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:2031,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:2134,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:2199,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:2223,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:2300,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:2301,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:2377,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:2432,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:2477,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:2556,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:2565,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:2612,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:2639,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:2966,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:3137,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:3192,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:3214,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:3231,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:3395,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:3407,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:3462,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:3592,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:3844,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:4201,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:4426,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:4555,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:4615,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:4696,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:4702,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:4729,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:5091,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:5162,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:5258,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:5376,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:5432,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:5457,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:5488,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:5547,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:5710,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:6020,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:6121,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:6146,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:6240,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:6272,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:6380,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:6392,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:6398,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:6416,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:6522,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:6773,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:6801,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:6848,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:6925,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:6962,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:6994,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:7228,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:7242,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:7395,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:7593,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:7750,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:7776,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:7783,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:7809,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:7853,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:8132,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:8225,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:8332,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:8392,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:8410,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:8414,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:8660,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:8688,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:8706,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:8948,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:8963,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:9171,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:9268,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:9271,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:9415,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:9433,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:9491,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:9512,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:9830,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:9906,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:9922,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:10456,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:10464,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:10568,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:10659,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:10714,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:10812,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:10855,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:11033,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:11155,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:11296,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:11335,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:11446,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:11582,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:11588,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:11630,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:11745,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:11749,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:11753,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:11930,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:11933,Invar,1
SklavenitisPistofidis_2022.P47_Healthy_BM:12331,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:12603,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:12867,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:13002,Invar,0
SklavenitisPistofidis_2022.P47_Healthy_BM:13094,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:13120,Invar,2
SklavenitisPistofidis_2022.P47_Healthy_BM:13124,Invar,1
SklavenitisPistofidis_2022.P48_Healthy_BM:18,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:76,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:161,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:610,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:878,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:1130,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:1179,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:1186,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:1247,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:1383,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:1572,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:1603,Invar,1
SklavenitisPistofidis_2022.P48_Healthy_BM:1662,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:1921,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:1959,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:2016,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:2069,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:2123,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:2303,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:2415,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:2496,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:2717,Invar,0
SklavenitisPistofidis_2022.P48_Healthy_BM:2755,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:2828,Invar,0
SklavenitisPistofidis_2022.P48_Healthy_BM:2955,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:3052,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:3089,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:3171,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:3245,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:3392,Invar,0
SklavenitisPistofidis_2022.P48_Healthy_BM:3455,Invar,2
SklavenitisPistofidis_2022.P48_Healthy_BM:3528,Invar,2
